date,channel,device,sessions,product_views,add_to_cart,checkout_started,purchased
2024-10-02,Referral,Tablet,8,4,2,1,1
2024-10-02,TikTok,Desktop,20,11,4,3,2
2024-10-02,TikTok,Mobile,70,37,15,9,4
2024-10-02,TikTok,Tablet,2,1,0,0,0
2024-10-03,Email/Organic,Desktop,97,55,22,14,12
2024-10-03,Email/Organic,Mobile,151,87,35,21,13
2024-10-03,Email/Organic,Tablet,22,13,5,3,2
2024-10-03,Google Brand,Desktop,36,19,7,5,4
2024-10-03,Google Brand,Mobile,52,27,11,7,5
2024-10-03,Google Brand,Tablet,9,4,2,1,1
2024-10-03,Google Shopping,Desktop,55,30,11,7,5
2024-10-03,Google Shopping,Mobile,99,55,19,13,8
2024-10-03,Google Shopping,Tablet,12,7,2,1,1
2024-10-03,Meta Prospecting,Desktop,116,68,23,14,8
2024-10-03,Meta Prospecting,Mobile,370,218,74,47,20
2024-10-03,Meta Prospecting,Tablet,14,8,3,2,1
2024-10-03,Meta Retargeting,Desktop,32,20,7,4,3
2024-10-03,Meta Retargeting,Mobile,80,50,17,10,6
2024-10-03,Meta Retargeting,Tablet,6,3,1,1,1
2024-10-03,Referral,Desktop,32,20,7,4,4
2024-10-03,Referral,Mobile,54,33,12,8,5
2024-10-03,Referral,Tablet,7,4,1,1,1
2024-10-03,TikTok,Desktop,24,15,6,4,3
2024-10-03,TikTok,Mobile,84,52,22,15,7
2024-10-03,TikTok,Tablet,3,1,1,0,0
2024-10-04,Email/Organic,Desktop,58,36,15,9,8
2024-10-04,Email/Organic,Mobile,90,55,23,15,10
2024-10-04,Email/Organic,Tablet,13,8,3,2,2
2024-10-04,Google Brand,Desktop,27,15,7,4,4
2024-10-04,Google Brand,Mobile,39,22,10,7,5
2024-10-04,Google Brand,Tablet,7,3,1,1,1
2024-10-04,Google Shopping,Desktop,53,27,11,7,6
2024-10-04,Google Shopping,Mobile,96,50,21,13,8
2024-10-04,Google Shopping,Tablet,11,6,2,2,1
2024-10-04,Meta Prospecting,Desktop,79,45,19,12,6
2024-10-04,Meta Prospecting,Mobile,251,142,60,39,15
2024-10-04,Meta Prospecting,Tablet,9,5,2,1,1
2024-10-04,Meta Retargeting,Desktop,31,15,5,3,3
2024-10-04,Meta Retargeting,Mobile,77,39,14,8,5
2024-10-04,Meta Retargeting,Tablet,5,3,1,1,1
2024-10-04,Referral,Desktop,30,16,7,4,4
2024-10-04,Referral,Mobile,50,27,11,7,5
2024-10-04,Referral,Tablet,6,4,1,1,1
2024-10-04,TikTok,Desktop,47,27,9,6,4
2024-10-04,TikTok,Mobile,166,94,31,21,10
2024-10-04,TikTok,Tablet,5,3,1,1,1
2024-10-05,Email/Organic,Desktop,108,59,19,11,9
2024-10-05,Email/Organic,Mobile,168,92,29,18,11
2024-10-05,Email/Organic,Tablet,25,14,4,3,2
2024-10-05,Google Brand,Desktop,32,18,7,4,4
2024-10-05,Google Brand,Mobile,46,25,10,5,3
2024-10-05,Google Brand,Tablet,8,4,1,1,1
2024-10-05,Google Shopping,Desktop,36,21,8,5,4
2024-10-05,Google Shopping,Mobile,66,39,16,10,6
2024-10-05,Google Shopping,Tablet,8,5,2,1,1
2024-10-05,Meta Prospecting,Desktop,98,52,18,13,7
2024-10-05,Meta Prospecting,Mobile,313,166,58,40,17
2024-10-05,Meta Prospecting,Tablet,12,6,2,1,0
2024-10-05,Meta Retargeting,Desktop,46,21,9,6,5
2024-10-05,Meta Retargeting,Mobile,113,52,22,15,9
2024-10-05,Meta Retargeting,Tablet,8,4,2,1,1
2024-10-05,Referral,Desktop,35,19,7,4,4
2024-10-05,Referral,Mobile,59,31,11,8,5
2024-10-05,Referral,Tablet,8,4,1,1,1
2024-10-05,TikTok,Desktop,39,22,7,4,2
2024-10-05,TikTok,Mobile,138,78,25,15,7
2024-10-05,TikTok,Tablet,4,2,1,1,1
2024-10-06,Email/Organic,Desktop,47,27,11,7,6
2024-10-06,Email/Organic,Mobile,73,41,17,11,7
2024-10-06,Email/Organic,Tablet,11,6,2,1,1
2024-10-06,Google Brand,Desktop,36,20,8,5,4
2024-10-06,Google Brand,Mobile,53,29,11,8,5
2024-10-06,Google Brand,Tablet,9,5,2,1,1
2024-10-06,Google Shopping,Desktop,64,37,12,7,5
2024-10-06,Google Shopping,Mobile,117,67,23,14,8
2024-10-06,Google Shopping,Tablet,14,8,3,2,1
2024-10-06,Meta Prospecting,Desktop,108,59,18,12,7
2024-10-06,Meta Prospecting,Mobile,345,189,59,37,17
2024-10-06,Meta Prospecting,Tablet,13,7,2,1,0
2024-10-06,Meta Retargeting,Desktop,50,22,9,6,5
2024-10-06,Meta Retargeting,Mobile,125,56,23,15,11
2024-10-06,Meta Retargeting,Tablet,8,4,2,1,1
2024-10-06,Referral,Desktop,28,16,6,3,3
2024-10-06,Referral,Mobile,46,27,9,6,4
2024-10-06,Referral,Tablet,6,4,1,1,1
2024-10-06,TikTok,Desktop,29,14,5,4,3
2024-10-06,TikTok,Mobile,102,50,17,12,6
2024-10-06,TikTok,Tablet,3,2,1,0,0
2024-10-07,Email/Organic,Desktop,90,48,18,11,10
2024-10-07,Email/Organic,Mobile,140,74,28,16,11
2024-10-07,Email/Organic,Tablet,20,11,4,2,1
2024-10-07,Google Brand,Desktop,46,26,12,7,6
2024-10-07,Google Brand,Mobile,68,38,17,10,7
2024-10-07,Google Brand,Tablet,11,6,3,2,1
2024-10-07,Google Shopping,Desktop,48,23,9,6,5
2024-10-07,Google Shopping,Mobile,88,41,16,11,7
2024-10-07,Google Shopping,Tablet,10,5,2,1,1
2024-10-07,Meta Prospecting,Desktop,112,57,23,13,8
2024-10-07,Meta Prospecting,Mobile,356,182,72,40,19
2024-10-07,Meta Prospecting,Tablet,13,7,3,1,1
2024-10-07,Meta Retargeting,Desktop,45,27,9,6,5
2024-10-07,Meta Retargeting,Mobile,112,66,23,14,8
2024-10-07,Meta Retargeting,Tablet,8,4,2,1,1
2024-10-07,Referral,Desktop,67,35,10,7,6
2024-10-07,Referral,Mobile,113,59,18,11,8
2024-10-07,Referral,Tablet,15,8,2,1,1
2024-10-07,TikTok,Desktop,41,24,8,5,3
2024-10-07,TikTok,Mobile,144,83,29,18,9
2024-10-07,TikTok,Tablet,4,2,1,1,1
2024-10-08,Email/Organic,Desktop,86,48,19,12,10
2024-10-08,Email/Organic,Mobile,134,75,30,20,14
2024-10-08,Email/Organic,Tablet,20,11,5,3,2
2024-10-08,Google Brand,Desktop,20,11,4,3,2
2024-10-08,Google Brand,Mobile,28,16,7,4,3
2024-10-08,Google Brand,Tablet,5,3,1,1,1
2024-10-08,Google Shopping,Desktop,43,25,10,6,4
2024-10-08,Google Shopping,Mobile,77,45,17,11,6
2024-10-08,Google Shopping,Tablet,9,5,2,1,1
2024-10-08,Meta Prospecting,Desktop,38,21,10,6,4
2024-10-08,Meta Prospecting,Mobile,123,69,30,21,10
2024-10-08,Meta Prospecting,Tablet,5,3,1,1,0
2024-10-08,Meta Retargeting,Desktop,27,16,7,5,4
2024-10-08,Meta Retargeting,Mobile,68,40,17,11,8
2024-10-08,Meta Retargeting,Tablet,5,3,1,1,1
2024-10-08,Referral,Desktop,78,42,16,10,9
2024-10-08,Referral,Mobile,132,71,26,17,12
2024-10-08,Referral,Tablet,17,9,3,2,1
2024-10-08,TikTok,Desktop,37,18,6,4,3
2024-10-08,TikTok,Mobile,130,61,22,14,7
2024-10-08,TikTok,Tablet,4,2,1,0,0
2024-10-09,Email/Organic,Desktop,61,33,12,8,7
2024-10-09,Email/Organic,Mobile,96,52,19,12,9
2024-10-09,Email/Organic,Tablet,14,8,3,2,2
2024-10-09,Google Brand,Desktop,45,26,9,6,5
2024-10-09,Google Brand,Mobile,65,38,12,8,6
2024-10-09,Google Brand,Tablet,11,6,2,1,1
2024-10-09,Google Shopping,Desktop,56,34,12,7,5
2024-10-09,Google Shopping,Mobile,101,61,23,13,8
2024-10-09,Google Shopping,Tablet,12,7,3,1,1
2024-10-09,Meta Prospecting,Desktop,133,62,25,16,10
2024-10-09,Meta Prospecting,Mobile,426,196,81,53,24
2024-10-09,Meta Prospecting,Tablet,16,7,3,2,1
2024-10-09,Meta Retargeting,Desktop,43,22,7,5,4
2024-10-09,Meta Retargeting,Mobile,106,54,18,11,8
2024-10-09,Meta Retargeting,Tablet,7,4,1,1,1
2024-10-09,Referral,Desktop,29,17,7,5,4
2024-10-09,Referral,Mobile,48,29,12,8,6
2024-10-09,Referral,Tablet,6,4,2,1,1
2024-10-09,TikTok,Desktop,37,16,6,4,3
2024-10-09,TikTok,Mobile,130,55,21,15,8
2024-10-09,TikTok,Tablet,4,1,1,1,1
2024-10-10,Email/Organic,Desktop,88,53,20,12,10
2024-10-10,Email/Organic,Mobile,137,82,31,20,14
2024-10-10,Email/Organic,Tablet,20,12,4,3,2
2024-10-10,Google Brand,Desktop,66,35,12,7,6
2024-10-10,Google Brand,Mobile,97,51,17,10,7
2024-10-10,Google Brand,Tablet,16,9,3,1,1
2024-10-10,Google Shopping,Desktop,49,27,8,5,4
2024-10-10,Google Shopping,Mobile,88,49,15,10,6
2024-10-10,Google Shopping,Tablet,10,6,2,1,0
2024-10-10,Meta Prospecting,Desktop,90,49,19,14,8
2024-10-10,Meta Prospecting,Mobile,289,157,62,44,21
2024-10-10,Meta Prospecting,Tablet,11,6,2,2,1
2024-10-10,Meta Retargeting,Desktop,59,34,11,7,6
2024-10-10,Meta Retargeting,Mobile,146,86,28,18,11
2024-10-10,Meta Retargeting,Tablet,10,6,2,1,1
2024-10-10,Referral,Desktop,55,29,11,7,6
2024-10-10,Referral,Mobile,92,49,18,12,9
2024-10-10,Referral,Tablet,12,6,2,1,1
2024-10-10,TikTok,Desktop,37,19,7,5,3
2024-10-10,TikTok,Mobile,129,66,25,17,9
2024-10-10,TikTok,Tablet,4,2,1,1,1
2024-10-11,Email/Organic,Desktop,45,27,11,6,5
2024-10-11,Email/Organic,Mobile,70,42,17,10,7
2024-10-11,Email/Organic,Tablet,10,6,2,2,1
2024-10-11,Google Brand,Desktop,37,20,8,5,4
2024-10-11,Google Brand,Mobile,54,29,11,8,6
2024-10-11,Google Brand,Tablet,9,5,2,1,1
2024-10-11,Google Shopping,Desktop,47,26,10,6,5
2024-10-11,Google Shopping,Mobile,86,47,17,11,6
2024-10-11,Google Shopping,Tablet,10,5,2,1,1
2024-10-11,Meta Prospecting,Desktop,75,42,19,12,7
2024-10-11,Meta Prospecting,Mobile,241,133,59,39,18
2024-10-11,Meta Prospecting,Tablet,9,5,2,1,0
2024-10-11,Meta Retargeting,Desktop,23,15,5,3,2
2024-10-11,Meta Retargeting,Mobile,58,37,12,8,5
2024-10-11,Meta Retargeting,Tablet,4,2,1,1,1
2024-10-11,Referral,Desktop,39,23,9,6,5
2024-10-11,Referral,Mobile,65,38,14,10,7
2024-10-11,Referral,Tablet,8,5,2,1,1
2024-10-11,TikTok,Desktop,33,19,7,4,3
2024-10-11,TikTok,Mobile,114,67,23,15,8
2024-10-11,TikTok,Tablet,3,2,1,0,0
2024-10-12,Email/Organic,Desktop,67,34,13,7,6
2024-10-12,Email/Organic,Mobile,105,54,20,12,8
2024-10-12,Email/Organic,Tablet,15,8,3,2,2
2024-10-12,Google Brand,Desktop,39,25,7,5,4
2024-10-12,Google Brand,Mobile,57,36,11,7,5
2024-10-12,Google Brand,Tablet,9,6,2,1,1
2024-10-12,Google Shopping,Desktop,45,23,10,7,6
2024-10-12,Google Shopping,Mobile,81,41,18,12,7
2024-10-12,Google Shopping,Tablet,9,5,2,1,1
2024-10-12,Meta Prospecting,Desktop,114,59,18,10,7
2024-10-12,Meta Prospecting,Mobile,364,188,58,31,16
2024-10-12,Meta Prospecting,Tablet,14,7,2,1,0
2024-10-12,Meta Retargeting,Desktop,40,22,8,5,4
2024-10-12,Meta Retargeting,Mobile,100,56,19,11,6
2024-10-12,Meta Retargeting,Tablet,7,4,1,1,1
2024-10-12,Referral,Desktop,19,11,4,3,3
2024-10-12,Referral,Mobile,31,18,8,5,3
2024-10-12,Referral,Tablet,4,2,1,1,1
2024-10-12,TikTok,Desktop,40,22,10,6,4
2024-10-12,TikTok,Mobile,138,75,35,22,11
2024-10-12,TikTok,Tablet,4,2,1,1,0
2024-10-13,Email/Organic,Desktop,83,47,20,13,11
2024-10-13,Email/Organic,Mobile,131,73,32,20,14
2024-10-13,Email/Organic,Tablet,19,11,5,3,2
2024-10-13,Google Brand,Desktop,40,21,7,4,4
2024-10-13,Google Brand,Mobile,58,30,10,7,5
2024-10-13,Google Brand,Tablet,10,5,2,1,1
2024-10-13,Google Shopping,Desktop,52,28,12,7,6
2024-10-13,Google Shopping,Mobile,95,50,22,14,8
2024-10-13,Google Shopping,Tablet,11,6,2,2,1
2024-10-13,Meta Prospecting,Desktop,141,71,30,17,9
2024-10-13,Meta Prospecting,Mobile,448,227,95,54,21
2024-10-13,Meta Prospecting,Tablet,17,9,4,2,1
2024-10-13,Meta Retargeting,Desktop,31,17,6,4,3
2024-10-13,Meta Retargeting,Mobile,76,42,16,10,7
2024-10-13,Meta Retargeting,Tablet,5,3,1,1,1
2024-10-13,Referral,Desktop,30,20,7,5,4
2024-10-13,Referral,Mobile,52,33,13,8,6
2024-10-13,Referral,Tablet,7,4,2,1,1
2024-10-13,TikTok,Desktop,28,16,7,5,3
2024-10-13,TikTok,Mobile,98,55,26,16,9
2024-10-13,TikTok,Tablet,3,2,1,0,0
2024-10-14,Email/Organic,Desktop,106,53,19,12,11
2024-10-14,Email/Organic,Mobile,166,82,30,18,12
2024-10-14,Email/Organic,Tablet,24,12,4,3,2
2024-10-14,Google Brand,Desktop,45,26,9,6,5
2024-10-14,Google Brand,Mobile,66,38,14,9,6
2024-10-14,Google Brand,Tablet,11,6,2,1,1
2024-10-14,Google Shopping,Desktop,56,29,11,7,6
2024-10-14,Google Shopping,Mobile,103,53,20,14,9
2024-10-14,Google Shopping,Tablet,12,6,2,2,1
2024-10-14,Meta Prospecting,Desktop,80,42,17,10,6
2024-10-14,Meta Prospecting,Mobile,255,133,56,33,16
2024-10-14,Meta Prospecting,Tablet,10,5,2,1,1
2024-10-14,Meta Retargeting,Desktop,39,23,8,5,4
2024-10-14,Meta Retargeting,Mobile,97,56,21,14,9
2024-10-14,Meta Retargeting,Tablet,6,4,1,1,1
2024-10-14,Referral,Desktop,27,15,6,4,4
2024-10-14,Referral,Mobile,46,26,10,6,4
2024-10-14,Referral,Tablet,6,3,1,1,1
2024-10-14,TikTok,Desktop,22,12,5,3,2
2024-10-14,TikTok,Mobile,77,43,17,11,6
2024-10-14,TikTok,Tablet,2,1,0,0,0
2024-10-15,Email/Organic,Desktop,64,39,14,9,8
2024-10-15,Email/Organic,Mobile,100,61,21,15,10
2024-10-15,Email/Organic,Tablet,14,9,3,2,2
2024-10-15,Google Brand,Desktop,27,15,6,4,4
2024-10-15,Google Brand,Mobile,39,22,9,6,4
2024-10-15,Google Brand,Tablet,7,3,2,1,1
2024-10-15,Google Shopping,Desktop,49,29,10,7,5
2024-10-15,Google Shopping,Mobile,89,52,18,13,8
2024-10-15,Google Shopping,Tablet,10,6,2,1,1
2024-10-15,Meta Prospecting,Desktop,65,36,14,9,5
2024-10-15,Meta Prospecting,Mobile,206,116,45,28,13
2024-10-15,Meta Prospecting,Tablet,8,4,2,1,1
2024-10-15,Meta Retargeting,Desktop,30,17,7,4,3
2024-10-15,Meta Retargeting,Mobile,74,43,16,11,8
2024-10-15,Meta Retargeting,Tablet,5,3,1,1,1
2024-10-15,Referral,Desktop,39,21,7,4,4
2024-10-15,Referral,Mobile,65,36,13,8,5
2024-10-15,Referral,Tablet,9,5,2,1,1
2024-10-15,TikTok,Desktop,21,12,5,4,3
2024-10-15,TikTok,Mobile,72,40,19,12,6
2024-10-15,TikTok,Tablet,2,1,1,0,0
2024-10-16,Email/Organic,Desktop,70,38,14,9,8
2024-10-16,Email/Organic,Mobile,110,60,23,14,10
2024-10-16,Email/Organic,Tablet,16,9,3,2,1
2024-10-16,Google Brand,Desktop,19,13,5,3,2
2024-10-16,Google Brand,Mobile,28,18,7,4,3
2024-10-16,Google Brand,Tablet,5,3,1,1,1
2024-10-16,Google Shopping,Desktop,44,25,8,6,4
2024-10-16,Google Shopping,Mobile,79,46,16,11,6
2024-10-16,Google Shopping,Tablet,9,5,2,1,1
2024-10-16,Meta Prospecting,Desktop,110,57,21,12,7
2024-10-16,Meta Prospecting,Mobile,351,183,69,37,17
2024-10-16,Meta Prospecting,Tablet,13,7,3,1,1
2024-10-16,Meta Retargeting,Desktop,38,21,8,5,4
2024-10-16,Meta Retargeting,Mobile,95,51,20,13,7
2024-10-16,Meta Retargeting,Tablet,7,3,1,1,1
2024-10-16,Referral,Desktop,35,21,9,6,6
2024-10-16,Referral,Mobile,58,35,14,9,6
2024-10-16,Referral,Tablet,8,5,2,1,1
2024-10-16,TikTok,Desktop,27,14,5,3,2
2024-10-16,TikTok,Mobile,95,50,19,10,5
2024-10-16,TikTok,Tablet,3,2,1,0,0
2024-10-17,Email/Organic,Desktop,61,37,15,11,9
2024-10-17,Email/Organic,Mobile,96,58,24,17,11
2024-10-17,Email/Organic,Tablet,14,9,4,2,1
2024-10-17,Google Brand,Desktop,21,11,4,3,2
2024-10-17,Google Brand,Mobile,30,16,7,4,3
2024-10-17,Google Brand,Tablet,5,3,1,1,1
2024-10-17,Google Shopping,Desktop,47,20,8,6,5
2024-10-17,Google Shopping,Mobile,85,37,14,10,6
2024-10-17,Google Shopping,Tablet,10,4,2,1,1
2024-10-17,Meta Prospecting,Desktop,90,40,18,11,6
2024-10-17,Meta Prospecting,Mobile,289,128,57,33,15
2024-10-17,Meta Prospecting,Tablet,11,5,2,1,1
2024-10-17,Meta Retargeting,Desktop,47,23,8,5,4
2024-10-17,Meta Retargeting,Mobile,117,57,20,14,8
2024-10-17,Meta Retargeting,Tablet,8,4,1,1,1
2024-10-17,Referral,Desktop,60,30,11,7,6
2024-10-17,Referral,Mobile,100,50,19,12,9
2024-10-17,Referral,Tablet,13,6,2,2,2
2024-10-17,TikTok,Desktop,30,16,6,4,3
2024-10-17,TikTok,Mobile,106,55,22,13,6
2024-10-17,TikTok,Tablet,3,2,1,0,0
2024-10-18,Email/Organic,Desktop,65,34,14,8,7
2024-10-18,Email/Organic,Mobile,101,53,22,13,9
2024-10-18,Email/Organic,Tablet,15,8,3,2,2
2024-10-18,Google Brand,Desktop,49,28,10,6,5
2024-10-18,Google Brand,Mobile,71,40,15,9,5
2024-10-18,Google Brand,Tablet,12,7,3,2,1
2024-10-18,Google Shopping,Desktop,66,34,12,8,6
2024-10-18,Google Shopping,Mobile,119,61,22,15,8
2024-10-18,Google Shopping,Tablet,14,7,3,2,1
2024-10-18,Meta Prospecting,Desktop,108,65,22,12,7
2024-10-18,Meta Prospecting,Mobile,343,207,70,39,18
2024-10-18,Meta Prospecting,Tablet,13,8,3,1,0
2024-10-18,Meta Retargeting,Desktop,25,15,5,3,3
2024-10-18,Meta Retargeting,Mobile,62,37,14,9,6
2024-10-18,Meta Retargeting,Tablet,4,3,1,1,1
2024-10-18,Referral,Desktop,41,22,10,6,6
2024-10-18,Referral,Mobile,68,36,16,10,8
2024-10-18,Referral,Tablet,9,5,2,1,1
2024-10-18,TikTok,Desktop,48,27,12,6,4
2024-10-18,TikTok,Mobile,169,96,41,20,10
2024-10-18,TikTok,Tablet,5,3,1,1,1
2024-10-19,Email/Organic,Desktop,72,40,15,11,10
2024-10-19,Email/Organic,Mobile,113,62,23,16,11
2024-10-19,Email/Organic,Tablet,16,9,3,2,1
2024-10-19,Google Brand,Desktop,48,29,11,7,6
2024-10-19,Google Brand,Mobile,70,41,16,10,6
2024-10-19,Google Brand,Tablet,11,7,3,1,1
2024-10-19,Google Shopping,Desktop,75,38,16,10,7
2024-10-19,Google Shopping,Mobile,136,70,28,19,11
2024-10-19,Google Shopping,Tablet,16,8,3,2,1
2024-10-19,Meta Prospecting,Desktop,97,54,19,11,6
2024-10-19,Meta Prospecting,Mobile,309,173,62,34,15
2024-10-19,Meta Prospecting,Tablet,12,7,2,1,1
2024-10-19,Meta Retargeting,Desktop,37,21,8,5,4
2024-10-19,Meta Retargeting,Mobile,90,52,21,12,7
2024-10-19,Meta Retargeting,Tablet,6,4,1,1,1
2024-10-19,Referral,Desktop,33,19,8,5,4
2024-10-19,Referral,Mobile,55,31,13,9,6
2024-10-19,Referral,Tablet,7,4,2,1,1
2024-10-19,TikTok,Desktop,36,21,8,6,4
2024-10-19,TikTok,Mobile,128,73,26,20,11
2024-10-19,TikTok,Tablet,4,2,1,0,0
2024-10-20,Email/Organic,Desktop,117,61,17,11,10
2024-10-20,Email/Organic,Mobile,183,96,27,16,11
2024-10-20,Email/Organic,Tablet,27,14,4,2,2
2024-10-20,Google Brand,Desktop,21,13,5,3,3
2024-10-20,Google Brand,Mobile,31,19,7,5,3
2024-10-20,Google Brand,Tablet,5,3,1,1,1
2024-10-20,Google Shopping,Desktop,60,33,15,10,7
2024-10-20,Google Shopping,Mobile,109,59,26,17,10
2024-10-20,Google Shopping,Tablet,13,7,3,2,1
2024-10-20,Meta Prospecting,Desktop,44,24,9,5,3
2024-10-20,Meta Prospecting,Mobile,140,77,28,18,10
2024-10-20,Meta Prospecting,Tablet,5,3,1,1,1
2024-10-20,Meta Retargeting,Desktop,42,23,10,6,5
2024-10-20,Meta Retargeting,Mobile,105,57,24,14,8
2024-10-20,Meta Retargeting,Tablet,7,4,2,1,1
2024-10-20,Referral,Desktop,38,18,8,6,6
2024-10-20,Referral,Mobile,63,31,13,9,6
2024-10-20,Referral,Tablet,8,4,2,1,1
2024-10-20,TikTok,Desktop,45,25,7,5,3
2024-10-20,TikTok,Mobile,159,87,26,16,9
2024-10-20,TikTok,Tablet,5,3,1,0,0
2024-10-21,Email/Organic,Desktop,79,46,15,10,9
2024-10-21,Email/Organic,Mobile,123,72,24,16,11
2024-10-21,Email/Organic,Tablet,18,10,4,2,2
2024-10-21,Google Brand,Desktop,54,29,10,6,5
2024-10-21,Google Brand,Mobile,79,41,15,9,6
2024-10-21,Google Brand,Tablet,13,7,3,2,1
2024-10-21,Google Shopping,Desktop,65,33,11,7,5
2024-10-21,Google Shopping,Mobile,117,59,21,12,6
2024-10-21,Google Shopping,Tablet,14,7,2,1,1
2024-10-21,Meta Prospecting,Desktop,98,66,25,14,8
2024-10-21,Meta Prospecting,Mobile,311,211,80,46,22
2024-10-21,Meta Prospecting,Tablet,12,8,3,2,1
2024-10-21,Meta Retargeting,Desktop,32,16,6,4,3
2024-10-21,Meta Retargeting,Mobile,80,41,15,10,7
2024-10-21,Meta Retargeting,Tablet,5,3,1,1,1
2024-10-21,Referral,Desktop,83,44,15,10,8
2024-10-21,Referral,Mobile,140,75,26,16,10
2024-10-21,Referral,Tablet,18,10,3,2,2
2024-10-21,TikTok,Desktop,73,38,10,6,5
2024-10-21,TikTok,Mobile,254,133,37,21,12
2024-10-21,TikTok,Tablet,7,4,1,1,1
2024-10-22,Email/Organic,Desktop,87,45,19,11,9
2024-10-22,Email/Organic,Mobile,136,71,29,18,12
2024-10-22,Email/Organic,Tablet,20,10,4,3,2
2024-10-22,Google Brand,Desktop,23,12,6,4,4
2024-10-22,Google Brand,Mobile,33,18,8,5,3
2024-10-22,Google Brand,Tablet,5,3,1,1,1
2024-10-22,Google Shopping,Desktop,45,22,8,5,4
2024-10-22,Google Shopping,Mobile,83,41,15,10,6
2024-10-22,Google Shopping,Tablet,10,5,2,1,1
2024-10-22,Meta Prospecting,Desktop,71,37,15,9,5
2024-10-22,Meta Prospecting,Mobile,226,118,49,30,13
2024-10-22,Meta Prospecting,Tablet,8,4,2,1,1
2024-10-22,Meta Retargeting,Desktop,43,23,9,5,4
2024-10-22,Meta Retargeting,Mobile,106,58,22,14,10
2024-10-22,Meta Retargeting,Tablet,7,4,2,1,1
2024-10-22,Referral,Desktop,28,17,7,4,4
2024-10-22,Referral,Mobile,46,30,12,8,6
2024-10-22,Referral,Tablet,6,4,2,1,1
2024-10-22,TikTok,Desktop,27,14,6,3,2
2024-10-22,TikTok,Mobile,93,49,20,12,8
2024-10-22,TikTok,Tablet,3,1,0,0,0
2024-10-23,Email/Organic,Desktop,112,55,18,11,10
2024-10-23,Email/Organic,Mobile,175,87,28,17,12
2024-10-23,Email/Organic,Tablet,25,13,4,2,1
2024-10-23,Google Brand,Desktop,23,15,6,4,4
2024-10-23,Google Brand,Mobile,34,21,9,5,3
2024-10-23,Google Brand,Tablet,5,3,1,1,1
2024-10-23,Google Shopping,Desktop,65,38,12,7,6
2024-10-23,Google Shopping,Mobile,117,70,23,13,8
2024-10-23,Google Shopping,Tablet,14,8,3,2,1
2024-10-23,Meta Prospecting,Desktop,123,62,21,14,7
2024-10-23,Meta Prospecting,Mobile,394,199,66,45,19
2024-10-23,Meta Prospecting,Tablet,15,8,2,2,1
2024-10-23,Meta Retargeting,Desktop,33,17,5,3,2
2024-10-23,Meta Retargeting,Mobile,82,43,14,9,6
2024-10-23,Meta Retargeting,Tablet,5,3,1,1,1
2024-10-23,Referral,Desktop,32,20,8,5,5
2024-10-23,Referral,Mobile,54,33,13,9,6
2024-10-23,Referral,Tablet,7,4,2,1,1
2024-10-23,TikTok,Desktop,54,35,10,6,4
2024-10-23,TikTok,Mobile,189,122,37,21,12
2024-10-23,TikTok,Tablet,5,3,1,1,1
2024-10-24,Email/Organic,Desktop,54,34,15,9,8
2024-10-24,Email/Organic,Mobile,84,54,24,15,10
2024-10-24,Email/Organic,Tablet,12,8,3,2,1
2024-10-24,Google Brand,Desktop,45,27,8,5,4
2024-10-24,Google Brand,Mobile,65,39,12,8,5
2024-10-24,Google Brand,Tablet,10,6,2,1,1
2024-10-24,Google Shopping,Desktop,78,34,12,7,6
2024-10-24,Google Shopping,Mobile,142,62,21,14,8
2024-10-24,Google Shopping,Tablet,17,7,2,2,1
2024-10-24,Meta Prospecting,Desktop,100,56,21,14,8
2024-10-24,Meta Prospecting,Mobile,319,179,66,45,20
2024-10-24,Meta Prospecting,Tablet,12,7,2,2,1
2024-10-24,Meta Retargeting,Desktop,51,27,11,8,6
2024-10-24,Meta Retargeting,Mobile,128,66,28,18,11
2024-10-24,Meta Retargeting,Tablet,9,4,2,1,1
2024-10-24,Referral,Desktop,39,25,10,6,6
2024-10-24,Referral,Mobile,65,42,17,9,6
2024-10-24,Referral,Tablet,8,5,2,1,1
2024-10-24,TikTok,Desktop,22,14,5,3,2
2024-10-24,TikTok,Mobile,75,47,17,12,6
2024-10-24,TikTok,Tablet,2,1,1,0,0
2024-10-25,Email/Organic,Desktop,67,33,13,8,7
2024-10-25,Email/Organic,Mobile,104,51,20,12,8
2024-10-25,Email/Organic,Tablet,15,7,3,2,2
2024-10-25,Google Brand,Desktop,49,30,11,6,6
2024-10-25,Google Brand,Mobile,71,44,16,9,6
2024-10-25,Google Brand,Tablet,12,7,2,2,2
2024-10-25,Google Shopping,Desktop,39,18,7,5,4
2024-10-25,Google Shopping,Mobile,72,34,13,9,5
2024-10-25,Google Shopping,Tablet,8,4,1,1,1
2024-10-25,Meta Prospecting,Desktop,71,37,15,10,6
2024-10-25,Meta Prospecting,Mobile,226,117,47,30,14
2024-10-25,Meta Prospecting,Tablet,8,4,2,1,1
2024-10-25,Meta Retargeting,Desktop,24,13,4,3,3
2024-10-25,Meta Retargeting,Mobile,61,33,9,6,4
2024-10-25,Meta Retargeting,Tablet,4,2,1,0,0
2024-10-25,Referral,Desktop,34,22,7,5,4
2024-10-25,Referral,Mobile,57,36,13,9,6
2024-10-25,Referral,Tablet,8,5,2,1,1
2024-10-25,TikTok,Desktop,46,26,10,6,4
2024-10-25,TikTok,Mobile,161,90,35,20,10
