date,channel,spend,impressions,clicks,new_customers
2024-11-03,Email/Organic,12.37,6175,247,9
2024-11-03,Google Brand,72.0,1500,120,4
2024-11-03,Google Shopping,276.53,8366,251,10
2024-11-03,Meta Prospecting,533.8,49416,593,29
2024-11-03,Meta Retargeting,290.54,10136,223,12
2024-11-03,Referral,18.86,1880,94,6
2024-11-03,TikTok,171.38,27111,244,9
2024-11-04,Email/Organic,9.27,4625,185,6
2024-11-04,Google Brand,212.72,4425,354,10
2024-11-04,Google Shopping,300.4,9100,273,11
2024-11-04,Meta Prospecting,400.25,37000,444,24
2024-11-04,Meta Retargeting,278.15,9681,213,10
2024-11-04,Referral,19.36,1920,96,6
2024-11-04,TikTok,191.83,30444,274,10
2024-11-05,Email/Organic,11.35,5650,226,9
2024-11-05,Google Brand,195.78,4075,326,9
2024-11-05,Google Shopping,217.37,6566,197,7
2024-11-05,Meta Prospecting,396.1,36666,440,21
2024-11-05,Meta Retargeting,235.75,8227,181,10
2024-11-05,Referral,6.25,620,31,2
2024-11-05,TikTok,249.95,39666,357,14
2024-11-06,Email/Organic,11.91,5950,238,9
2024-11-06,Google Brand,202.18,4200,336,8
2024-11-06,Google Shopping,404.95,12266,368,14
2024-11-06,Meta Prospecting,433.05,40083,481,24
2024-11-06,Meta Retargeting,250.16,8727,192,10
2024-11-06,Referral,16.81,1680,84,5
2024-11-06,TikTok,171.5,27222,245,9
2024-11-07,Email/Organic,20.92,10450,418,16
2024-11-07,Google Brand,251.87,5237,419,11
2024-11-07,Google Shopping,294.28,8900,267,10
2024-11-07,Meta Prospecting,200.52,18500,222,12
2024-11-07,Meta Retargeting,384.92,13454,296,15
2024-11-07,Referral,42.89,4280,214,13
2024-11-07,TikTok,186.76,29555,266,9
2024-11-08,Email/Organic,26.32,13150,526,21
2024-11-08,Google Brand,159.19,3312,265,7
2024-11-08,Google Shopping,353.04,10666,320,12
2024-11-08,Meta Prospecting,280.15,25916,311,17
2024-11-08,Meta Retargeting,205.03,7136,157,8
2024-11-08,Referral,48.02,4800,240,14
2024-11-08,TikTok,303.72,48111,433,16
2024-11-09,Email/Organic,15.18,7575,303,11
2024-11-09,Google Brand,215.88,4487,359,10
2024-11-09,Google Shopping,341.38,10333,310,11
2024-11-09,Meta Prospecting,510.25,47166,566,30
2024-11-09,Meta Retargeting,379.7,13272,292,15
2024-11-09,Referral,20.87,2080,104,6
2024-11-09,TikTok,143.69,22777,205,7
2024-11-10,Email/Organic,21.75,10875,435,16
2024-11-10,Google Brand,90.95,1887,151,5
2024-11-10,Google Shopping,540.94,16366,491,16
2024-11-10,Meta Prospecting,444.46,41083,493,25
2024-11-10,Meta Retargeting,248.17,8636,190,8
2024-11-10,Referral,49.01,4900,245,15
2024-11-10,TikTok,209.5,33222,299,10
2024-11-11,Email/Organic,12.0,6000,240,10
2024-11-11,Google Brand,159.37,3312,265,7
2024-11-11,Google Shopping,258.31,7800,234,8
2024-11-11,Meta Prospecting,402.39,37250,447,22
2024-11-11,Meta Retargeting,244.46,8545,188,10
2024-11-11,Referral,38.34,3820,191,11
2024-11-11,TikTok,162.21,25666,231,8
2024-11-12,Email/Organic,13.27,6625,265,10
2024-11-12,Google Brand,71.79,1487,119,3
2024-11-12,Google Shopping,683.57,20700,621,20
2024-11-12,Meta Prospecting,406.13,37583,451,23
2024-11-12,Meta Retargeting,255.08,8909,196,9
2024-11-12,Referral,16.48,1640,82,5
2024-11-12,TikTok,201.47,31888,287,9
2024-11-13,Email/Organic,16.68,8325,333,12
2024-11-13,Google Brand,77.43,1612,129,4
2024-11-13,Google Shopping,97.04,2933,88,3
2024-11-13,Meta Prospecting,355.69,32916,395,18
2024-11-13,Meta Retargeting,213.98,7454,164,9
2024-11-13,Referral,24.63,2460,123,6
2024-11-13,TikTok,364.68,57777,520,18
2024-11-14,Email/Organic,16.2,8075,323,12
2024-11-14,Google Brand,94.72,1962,157,4
2024-11-14,Google Shopping,414.7,12533,376,14
2024-11-14,Meta Prospecting,451.95,41833,502,27
2024-11-14,Meta Retargeting,303.22,10590,233,11
2024-11-14,Referral,36.75,3660,183,11
2024-11-14,TikTok,167.4,26555,239,9
2024-11-15,Email/Organic,20.87,10425,417,16
2024-11-15,Google Brand,88.09,1825,146,4
2024-11-15,Google Shopping,200.61,6066,182,6
2024-11-15,Meta Prospecting,310.31,28666,344,20
2024-11-15,Meta Retargeting,242.5,8454,186,9
2024-11-15,Referral,14.89,1480,74,4
2024-11-15,TikTok,222.84,35333,318,11
2024-11-16,Email/Organic,15.92,7950,318,11
2024-11-16,Google Brand,169.16,3512,281,8
2024-11-16,Google Shopping,346.53,10500,315,10
2024-11-16,Meta Prospecting,293.64,27166,326,17
2024-11-16,Meta Retargeting,258.25,9000,198,9
2024-11-16,Referral,29.5,2940,147,8
2024-11-16,TikTok,220.78,35000,315,12
2024-11-17,Email/Organic,14.98,7475,299,11
2024-11-17,Google Brand,133.24,2775,222,5
2024-11-17,Google Shopping,374.82,11333,340,12
2024-11-17,Meta Prospecting,541.09,50083,601,30
2024-11-17,Meta Retargeting,197.23,6863,151,8
2024-11-17,Referral,56.44,5640,282,16
2024-11-17,TikTok,140.72,22333,201,9
2024-11-18,Email/Organic,17.94,8950,358,13
2024-11-18,Google Brand,144.09,3000,240,7
2024-11-18,Google Shopping,326.31,9866,296,11
2024-11-18,Meta Prospecting,507.62,47000,564,30
2024-11-18,Meta Retargeting,144.1,5000,110,5
2024-11-18,Referral,34.73,3460,173,11
2024-11-18,TikTok,147.72,23444,211,7
2024-11-19,Email/Organic,15.3,7650,306,12
2024-11-19,Google Brand,202.32,4212,337,9
2024-11-19,Google Shopping,230.43,6966,209,8
2024-11-19,Meta Prospecting,562.19,52000,624,30
2024-11-19,Meta Retargeting,205.39,7136,157,8
2024-11-19,Referral,21.04,2100,105,5
2024-11-19,TikTok,197.46,31333,282,10
2024-11-20,Email/Organic,10.02,5000,200,7
2024-11-20,Google Brand,222.96,4637,371,11
2024-11-20,Google Shopping,412.59,12500,375,13
2024-11-20,Meta Prospecting,387.9,35833,430,22
2024-11-20,Meta Retargeting,188.57,6590,145,7
2024-11-20,Referral,14.26,1420,71,4
2024-11-20,TikTok,139.85,22111,199,7
2024-11-21,Email/Organic,15.69,7825,313,12
2024-11-21,Google Brand,144.14,3000,240,6
2024-11-21,Google Shopping,341.45,10333,310,11
2024-11-21,Meta Prospecting,468.23,43333,520,25
2024-11-21,Meta Retargeting,248.63,8681,191,9
2024-11-21,Referral,41.24,4120,206,12
2024-11-21,TikTok,349.32,55444,499,17
2024-11-22,Email/Organic,16.2,8075,323,11
2024-11-22,Google Brand,226.23,4712,377,10
2024-11-22,Google Shopping,334.96,10133,304,11
2024-11-22,Meta Prospecting,610.22,56500,678,35
2024-11-22,Meta Retargeting,333.24,11636,256,13
2024-11-22,Referral,32.69,3260,163,9
2024-11-22,TikTok,331.05,52444,472,16
2024-11-23,Email/Organic,17.02,8500,340,15
2024-11-23,Google Brand,114.33,2375,190,6
2024-11-23,Google Shopping,259.3,7833,235,8
2024-11-23,Meta Prospecting,625.11,57833,694,32
2024-11-23,Meta Retargeting,311.76,10863,239,12
2024-11-23,Referral,31.34,3120,156,9
2024-11-23,TikTok,158.64,25111,226,8
2024-11-24,Email/Organic,16.99,8475,339,12
2024-11-24,Google Brand,270.22,5625,450,13
2024-11-24,Google Shopping,798.95,24200,726,25
2024-11-24,Meta Prospecting,481.13,44500,534,26
2024-11-24,Meta Retargeting,368.97,12863,283,14
2024-11-24,Referral,24.62,2460,123,6
2024-11-24,TikTok,286.17,45333,408,14
2024-11-25,Email/Organic,31.16,15575,623,24
2024-11-25,Google Brand,230.32,4787,383,10
2024-11-25,Google Shopping,359.5,10866,326,12
2024-11-25,Meta Prospecting,573.29,53000,636,30
2024-11-25,Meta Retargeting,402.73,14045,309,14
2024-11-25,Referral,41.43,4140,207,12
2024-11-25,TikTok,203.09,32222,290,11
2024-11-26,Email/Organic,20.6,10300,412,15
2024-11-26,Google Brand,164.86,3425,274,7
2024-11-26,Google Shopping,461.05,13966,419,15
2024-11-26,Meta Prospecting,457.73,42333,508,24
2024-11-26,Meta Retargeting,236.79,8272,182,8
2024-11-26,Referral,33.74,3360,168,10
2024-11-26,TikTok,66.85,10555,95,4
2024-11-27,Email/Organic,17.79,8875,355,13
2024-11-27,Google Brand,150.75,3137,251,7
2024-11-27,Google Shopping,497.7,15066,452,17
2024-11-27,Meta Prospecting,485.81,44916,539,27
2024-11-27,Meta Retargeting,332.89,11636,256,13
2024-11-27,Referral,31.27,3120,156,9
2024-11-27,TikTok,146.48,23222,209,7
2024-11-28,Email/Organic,27.54,13750,550,20
2024-11-28,Google Brand,232.07,4825,386,10
2024-11-28,Google Shopping,337.99,10233,307,10
2024-11-28,Meta Prospecting,403.03,37250,447,23
2024-11-28,Meta Retargeting,462.46,16136,355,18
2024-11-28,Referral,38.38,3820,191,10
2024-11-28,TikTok,165.35,26222,236,9
2024-11-29,Email/Organic,19.97,9975,399,17
2024-11-29,Google Brand,222.54,4625,370,10
2024-11-29,Google Shopping,576.67,17466,524,17
2024-11-29,Meta Prospecting,483.29,44666,536,28
2024-11-29,Meta Retargeting,407.31,14227,313,14
2024-11-29,Referral,21.48,2140,107,6
2024-11-29,TikTok,161.7,25666,231,8
2024-11-30,Email/Organic,17.77,8875,355,14
2024-11-30,Google Brand,190.88,3975,318,9
2024-11-30,Google Shopping,327.77,9900,297,10
2024-11-30,Meta Prospecting,432.08,40000,480,22
2024-11-30,Meta Retargeting,412.8,14409,317,18
2024-11-30,Referral,32.93,3280,164,10
2024-11-30,TikTok,178.67,28333,255,9
2024-12-01,Email/Organic,10.76,5375,215,8
2024-12-01,Google Brand,229.46,4775,382,10
2024-12-01,Google Shopping,484.54,14666,440,16
2024-12-01,Meta Prospecting,553.06,51166,614,31
2024-12-01,Meta Retargeting,241.57,8409,185,8
2024-12-01,Referral,22.13,2200,110,7
2024-12-01,TikTok,204.41,32444,292,10
2024-12-02,Email/Organic,13.34,6650,266,10
2024-12-02,Google Brand,175.58,3650,292,8
2024-12-02,Google Shopping,200.4,6066,182,7
2024-12-02,Meta Prospecting,399.96,37000,444,23
2024-12-02,Meta Retargeting,224.95,7863,173,9
2024-12-02,Referral,34.7,3460,173,10
2024-12-02,TikTok,198.87,31555,284,11
2024-12-03,Email/Organic,8.77,4375,175,7
2024-12-03,Google Brand,151.55,3150,252,7
2024-12-03,Google Shopping,332.19,10033,301,10
2024-12-03,Meta Prospecting,370.1,34250,411,20
2024-12-03,Meta Retargeting,335.34,11681,257,13
2024-12-03,Referral,33.17,3300,165,9
2024-12-03,TikTok,182.73,29000,261,9
2024-12-04,Email/Organic,16.21,8100,324,12
2024-12-04,Google Brand,102.9,2137,171,5
2024-12-04,Google Shopping,412.89,12500,375,13
2024-12-04,Meta Prospecting,455.45,42166,506,25
2024-12-04,Meta Retargeting,310.72,10863,239,12
2024-12-04,Referral,33.79,3360,168,10
2024-12-04,TikTok,238.91,37888,341,11
2024-12-05,Email/Organic,22.86,11425,457,18
2024-12-05,Google Brand,23.04,475,38,1
2024-12-05,Google Shopping,411.01,12433,373,13
2024-12-05,Meta Prospecting,357.17,33000,396,20
2024-12-05,Meta Retargeting,271.84,9500,209,11
2024-12-05,Referral,19.9,1980,99,6
2024-12-05,TikTok,142.17,22555,203,7
2024-12-06,Email/Organic,9.97,4975,199,8
2024-12-06,Google Brand,285.47,5937,475,12
2024-12-06,Google Shopping,571.85,17300,519,17
2024-12-06,Meta Prospecting,467.95,43250,519,27
2024-12-06,Meta Retargeting,145.49,5045,111,5
2024-12-06,Referral,37.29,3720,186,11
2024-12-06,TikTok,151.6,24000,216,7
2024-12-07,Email/Organic,26.84,13400,536,18
2024-12-07,Google Brand,237.34,4937,395,11
2024-12-07,Google Shopping,424.47,12833,385,13
2024-12-07,Meta Prospecting,386.27,35750,429,22
2024-12-07,Meta Retargeting,355.6,12409,273,12
2024-12-07,Referral,12.59,1240,62,4
2024-12-07,TikTok,381.25,60444,544,18
2024-12-08,Email/Organic,10.06,5025,201,9
2024-12-08,Google Brand,134.6,2800,224,6
2024-12-08,Google Shopping,359.43,10866,326,12
2024-12-08,Meta Prospecting,432.0,40000,480,25
2024-12-08,Meta Retargeting,162.0,5636,124,7
2024-12-08,Referral,47.15,4700,235,13
2024-12-08,TikTok,300.64,47666,429,16
2024-12-09,Email/Organic,12.17,6075,243,9
2024-12-09,Google Brand,185.44,3862,309,9
2024-12-09,Google Shopping,218.12,6600,198,7
2024-12-09,Meta Prospecting,437.78,40500,486,24
2024-12-09,Meta Retargeting,249.89,8727,192,10
2024-12-09,Referral,20.82,2080,104,6
2024-12-09,TikTok,134.01,21222,191,6
2024-12-10,Email/Organic,11.69,5825,233,9
2024-12-10,Google Brand,197.74,4112,329,9
2024-12-10,Google Shopping,492.48,14900,447,16
2024-12-10,Meta Prospecting,424.24,39250,471,24
2024-12-10,Meta Retargeting,277.83,9681,213,11
2024-12-10,Referral,28.69,2860,143,8
2024-12-10,TikTok,199.97,31666,285,10
2024-12-11,Email/Organic,24.39,12175,487,17
2024-12-11,Google Brand,37.83,787,63,2
2024-12-11,Google Shopping,402.58,12166,365,13
2024-12-11,Meta Prospecting,375.2,34666,416,22
2024-12-11,Meta Retargeting,96.99,3363,74,4
2024-12-11,Referral,37.48,3740,187,10
2024-12-11,TikTok,267.92,42444,382,13
2024-12-12,Email/Organic,18.44,9200,368,13
2024-12-12,Google Brand,151.33,3150,252,6
2024-12-12,Google Shopping,288.14,8700,261,11
2024-12-12,Meta Prospecting,370.97,34333,412,21
2024-12-12,Meta Retargeting,216.89,7545,166,9
2024-12-12,Referral,14.88,1480,74,4
2024-12-12,TikTok,240.17,38111,343,11
2024-12-13,Email/Organic,9.72,4850,194,7
2024-12-13,Google Brand,32.35,662,53,2
2024-12-13,Google Shopping,352.81,10666,320,11
2024-12-13,Meta Prospecting,337.79,31250,375,20
2024-12-13,Meta Retargeting,155.9,5409,119,7
2024-12-13,Referral,30.41,3040,152,10
2024-12-13,TikTok,281.37,44555,401,13
2024-12-14,Email/Organic,17.05,8525,341,12
2024-12-14,Google Brand,225.55,4687,375,9
2024-12-14,Google Shopping,444.94,13466,404,14
2024-12-14,Meta Prospecting,606.04,56083,673,33
2024-12-14,Meta Retargeting,352.72,12318,271,12
2024-12-14,Referral,13.38,1320,66,4
2024-12-14,TikTok,225.25,35666,321,12
2024-12-15,Email/Organic,19.27,9625,385,13
2024-12-15,Google Brand,215.56,4487,359,10
2024-12-15,Google Shopping,377.56,11433,343,11
2024-12-15,Meta Prospecting,445.37,41166,494,26
2024-12-15,Meta Retargeting,423.33,14772,325,17
2024-12-15,Referral,32.45,3240,162,10
2024-12-15,TikTok,289.66,45888,413,14
2024-12-16,Email/Organic,8.15,4075,163,6
2024-12-16,Google Brand,150.44,3125,250,7
2024-12-16,Google Shopping,212.68,6433,193,7
2024-12-16,Meta Prospecting,400.77,37083,445,22
2024-12-16,Meta Retargeting,177.78,6181,136,7
2024-12-16,Referral,28.75,2860,143,7
2024-12-16,TikTok,371.94,59000,531,18
2024-12-17,Email/Organic,20.56,10275,411,16
2024-12-17,Google Brand,184.73,3837,307,9
2024-12-17,Google Shopping,381.98,11566,347,12
2024-12-17,Meta Prospecting,497.42,46000,552,26
2024-12-17,Meta Retargeting,474.01,16545,364,19
2024-12-17,Referral,23.53,2340,117,7
2024-12-17,TikTok,172.87,27333,246,9
2024-12-18,Email/Organic,9.71,4850,194,8
2024-12-18,Google Brand,155.02,3225,258,7
2024-12-18,Google Shopping,468.17,14166,425,13
2024-12-18,Meta Prospecting,518.89,48000,576,29
2024-12-18,Meta Retargeting,404.55,14136,311,17
2024-12-18,Referral,25.99,2580,129,7
2024-12-18,TikTok,201.96,32000,288,10
2024-12-19,Email/Organic,18.8,9400,376,13
2024-12-19,Google Brand,42.27,875,70,2
2024-12-19,Google Shopping,317.36,9600,288,12
2024-12-19,Meta Prospecting,516.41,47750,573,29
2024-12-19,Meta Retargeting,353.92,12363,272,13
2024-12-19,Referral,35.43,3540,177,11
2024-12-19,TikTok,281.08,44555,401,15
2024-12-20,Email/Organic,12.38,6175,247,9
2024-12-20,Google Brand,205.65,4275,342,9
2024-12-20,Google Shopping,201.3,6100,183,7
2024-12-20,Meta Prospecting,327.84,30333,364,18
2024-12-20,Meta Retargeting,290.29,10136,223,12
2024-12-20,Referral,40.94,4080,204,12
2024-12-20,TikTok,213.21,33777,304,9
2024-12-21,Email/Organic,14.96,7475,299,10
2024-12-21,Google Brand,178.26,3712,297,8
2024-12-21,Google Shopping,418.63,12666,380,12
2024-12-21,Meta Prospecting,395.97,36583,439,21
2024-12-21,Meta Retargeting,196.08,6818,150,9
2024-12-21,Referral,6.23,620,31,2
2024-12-21,TikTok,214.56,34000,306,10
2024-12-22,Email/Organic,13.33,6650,266,9
2024-12-22,Google Brand,144.57,3000,240,8
2024-12-22,Google Shopping,185.55,5600,168,6
2024-12-22,Meta Prospecting,413.76,38250,459,22
2024-12-22,Meta Retargeting,278.54,9727,214,12
2024-12-22,Referral,16.2,1600,80,4
2024-12-22,TikTok,66.81,10555,95,3
2024-12-23,Email/Organic,11.39,5675,227,9
2024-12-23,Google Brand,81.51,1687,135,4
2024-12-23,Google Shopping,304.17,9200,276,10
2024-12-23,Meta Prospecting,491.0,45416,545,27
2024-12-23,Meta Retargeting,110.24,3818,84,4
2024-12-23,Referral,26.91,2680,134,8
2024-12-23,TikTok,163.31,25888,233,9
2024-12-24,Email/Organic,9.44,4700,188,7
2024-12-24,Google Brand,38.3,787,63,2
2024-12-24,Google Shopping,307.42,9300,279,9
2024-12-24,Meta Prospecting,250.37,23166,278,13
2024-12-24,Meta Retargeting,152.47,5318,117,6
2024-12-24,Referral,36.98,3680,184,11
2024-12-24,TikTok,225.28,35666,321,12
2024-12-25,Email/Organic,9.93,4950,198,8
2024-12-25,Google Brand,217.61,4525,362,9
2024-12-25,Google Shopping,316.8,9600,288,10
2024-12-25,Meta Prospecting,238.65,22083,265,14
2024-12-25,Meta Retargeting,189.29,6590,145,7
2024-12-25,Referral,16.34,1620,81,5
2024-12-25,TikTok,99.77,15777,142,5
2024-12-26,Email/Organic,16.61,8300,332,12
2024-12-26,Google Brand,98.66,2050,164,6
2024-12-26,Google Shopping,315.13,9533,286,9
2024-12-26,Meta Prospecting,359.33,33250,399,21
2024-12-26,Meta Retargeting,401.18,14000,308,15
2024-12-26,Referral,11.58,1140,57,3
2024-12-26,TikTok,117.9,18666,168,6
2024-12-27,Email/Organic,10.37,5175,207,7
2024-12-27,Google Brand,148.53,3087,247,7
2024-12-27,Google Shopping,314.3,9500,285,10
2024-12-27,Meta Prospecting,367.64,34000,408,21
2024-12-27,Meta Retargeting,261.6,9136,201,10
2024-12-27,Referral,12.99,1280,64,4
2024-12-27,TikTok,122.54,19444,175,6
2024-12-28,Email/Organic,10.05,5025,201,9
2024-12-28,Google Brand,156.28,3250,260,7
2024-12-28,Google Shopping,495.18,15000,450,15
2024-12-28,Meta Prospecting,342.98,31750,381,20
2024-12-28,Meta Retargeting,181.11,6318,139,7
2024-12-28,Referral,55.39,5520,276,16
2024-12-28,TikTok,87.38,13777,124,4
2024-12-29,Email/Organic,8.31,4150,166,6
2024-12-29,Google Brand,127.65,2650,212,6
2024-12-29,Google Shopping,453.77,13733,412,14
2024-12-29,Meta Prospecting,358.96,33166,398,19
2024-12-29,Meta Retargeting,215.29,7500,165,10
2024-12-29,Referral,26.8,2680,134,8
2024-12-29,TikTok,216.26,34222,308,12
2024-12-30,Email/Organic,16.12,8050,322,12
2024-12-30,Google Brand,206.66,4300,344,8
2024-12-30,Google Shopping,392.82,11900,357,13
2024-12-30,Meta Prospecting,412.67,38166,458,23
2024-12-30,Meta Retargeting,139.75,4863,107,6
2024-12-30,Referral,26.13,2600,130,7
2024-12-30,TikTok,104.4,16555,149,5
2024-12-31,Email/Organic,16.11,8050,322,12
2024-12-31,Google Brand,112.04,2325,186,5
2024-12-31,Google Shopping,289.36,8766,263,10
2024-12-31,Meta Prospecting,373.71,34583,415,20
2024-12-31,Meta Retargeting,151.09,5272,116,6
2024-12-31,Referral,29.48,2940,147,8
2024-12-31,TikTok,124.5,19666,177,7
2025-01-01,Email/Organic,12.08,6025,241,9
2025-01-01,Google Brand,42.11,875,70,2
2025-01-01,Google Shopping,377.72,11433,343,12
2025-01-01,Meta Prospecting,272.68,25166,302,14
2025-01-01,Meta Retargeting,84.1,2909,64,3
2025-01-01,Referral,9.57,940,47,3
2025-01-01,TikTok,196.1,31111,280,9
2025-01-02,Email/Organic,20.07,10025,401,15
2025-01-02,Google Brand,128.38,2662,213,6
2025-01-02,Google Shopping,229.94,6966,209,7
2025-01-02,Meta Prospecting,338.24,31250,375,19
2025-01-02,Meta Retargeting,185.98,6500,143,7
2025-01-02,Referral,16.88,1680,84,4
2025-01-02,TikTok,172.85,27333,246,8
2025-01-03,Email/Organic,7.84,3900,156,6
2025-01-03,Google Brand,146.99,3050,244,7
2025-01-03,Google Shopping,197.99,5966,179,7
2025-01-03,Meta Prospecting,373.17,34500,414,20
2025-01-03,Meta Retargeting,81.95,2863,63,4
2025-01-03,Referral,24.63,2460,123,6
2025-01-03,TikTok,169.64,26888,242,9
2025-01-04,Email/Organic,14.59,7275,291,11
2025-01-04,Google Brand,147.03,3062,245,7
2025-01-04,Google Shopping,311.19,9400,282,10
2025-01-04,Meta Prospecting,321.31,29750,357,18
2025-01-04,Meta Retargeting,176.39,6136,135,6
2025-01-04,Referral,3.84,380,19,1
2025-01-04,TikTok,131.66,20888,188,7
2025-01-05,Email/Organic,9.52,4750,190,8
2025-01-05,Google Brand,60.24,1250,100,3
2025-01-05,Google Shopping,191.72,5800,174,6
2025-01-05,Meta Prospecting,386.98,35750,429,21
2025-01-05,Meta Retargeting,251.42,8772,193,9
2025-01-05,Referral,14.74,1460,73,4
2025-01-05,TikTok,99.12,15666,141,5
2025-01-06,Email/Organic,10.28,5125,205,8
2025-01-06,Google Brand,134.69,2800,224,5
2025-01-06,Google Shopping,282.58,8533,256,8
2025-01-06,Meta Prospecting,260.15,24083,289,15
2025-01-06,Meta Retargeting,282.4,9863,217,11
2025-01-06,Referral,25.13,2500,125,7
2025-01-06,TikTok,248.02,39333,354,12
2025-01-07,Email/Organic,12.89,6425,257,9
2025-01-07,Google Brand,163.87,3412,273,7
2025-01-07,Google Shopping,275.92,8333,250,9
2025-01-07,Meta Prospecting,338.18,31250,375,19
2025-01-07,Meta Retargeting,217.6,7590,167,7
2025-01-07,Referral,13.84,1380,69,4
2025-01-07,TikTok,215.42,34111,307,10
2025-01-08,Email/Organic,15.44,7700,308,11
2025-01-08,Google Brand,65.82,1362,109,3
2025-01-08,Google Shopping,273.44,8266,248,9
2025-01-08,Meta Prospecting,331.79,30666,368,18
2025-01-08,Meta Retargeting,341.62,11909,262,13
2025-01-08,Referral,17.91,1780,89,5
2025-01-08,TikTok,236.16,37444,337,12
2025-01-09,Email/Organic,9.26,4625,185,7
2025-01-09,Google Brand,188.64,3925,314,9
2025-01-09,Google Shopping,317.94,9633,289,11
2025-01-09,Meta Prospecting,441.05,40833,490,25
2025-01-09,Meta Retargeting,242.77,8454,186,8
2025-01-09,Referral,11.63,1160,58,3
2025-01-09,TikTok,177.7,28111,253,8
2025-01-10,Email/Organic,14.8,7400,296,11
2025-01-10,Google Brand,102.65,2137,171,5
2025-01-10,Google Shopping,361.37,10933,328,12
2025-01-10,Meta Prospecting,470.59,43500,522,27
2025-01-10,Meta Retargeting,287.79,10045,221,11
2025-01-10,Referral,29.73,2960,148,8
2025-01-10,TikTok,179.5,28444,256,9
2025-01-11,Email/Organic,17.7,8825,353,12
2025-01-11,Google Brand,47.35,975,78,2
2025-01-11,Google Shopping,256.83,7766,233,9
2025-01-11,Meta Prospecting,398.23,36833,442,20
2025-01-11,Meta Retargeting,188.07,6545,144,7
2025-01-11,Referral,30.19,3000,150,9
2025-01-11,TikTok,99.12,15666,141,5
2025-01-12,Email/Organic,14.09,7025,281,12
2025-01-12,Google Brand,102.43,2125,170,5
2025-01-12,Google Shopping,419.16,12700,381,13
2025-01-12,Meta Prospecting,317.39,29333,352,18
2025-01-12,Meta Retargeting,237.24,8272,182,9
2025-01-12,Referral,28.19,2800,140,8
2025-01-12,TikTok,319.25,50666,456,14
2025-01-13,Email/Organic,8.79,4375,175,6
2025-01-13,Google Brand,93.26,1937,155,4
2025-01-13,Google Shopping,435.71,13200,396,13
2025-01-13,Meta Prospecting,419.55,38833,466,24
2025-01-13,Meta Retargeting,16.65,545,12,1
2025-01-13,Referral,13.59,1340,67,4
2025-01-13,TikTok,142.69,22555,203,7
2025-01-14,Email/Organic,10.63,5300,212,8
2025-01-14,Google Brand,47.48,987,79,2
2025-01-14,Google Shopping,613.34,18566,557,19
2025-01-14,Meta Prospecting,574.22,53166,638,28
2025-01-14,Meta Retargeting,215.44,7500,165,9
2025-01-14,Referral,19.75,1960,98,6
2025-01-14,TikTok,111.79,17666,159,6
2025-01-15,Email/Organic,15.2,7575,303,12
2025-01-15,Google Brand,148.66,3087,247,6
2025-01-15,Google Shopping,384.78,11633,349,12
2025-01-15,Meta Prospecting,463.0,42833,514,26
2025-01-15,Meta Retargeting,283.9,9909,218,10
2025-01-15,Referral,8.44,840,42,3
2025-01-15,TikTok,273.78,43444,391,15
2025-01-16,Email/Organic,4.77,2375,95,3
2025-01-16,Google Brand,97.04,2012,161,5
2025-01-16,Google Shopping,120.34,3633,109,5
2025-01-16,Meta Prospecting,440.11,40750,489,24
2025-01-16,Meta Retargeting,176.92,6181,136,7
2025-01-16,Referral,14.39,1420,71,5
2025-01-16,TikTok,56.84,9000,81,3
2025-01-17,Email/Organic,4.0,2000,80,4
2025-01-17,Google Brand,58.16,1200,96,3
2025-01-17,Google Shopping,359.49,10866,326,11
2025-01-17,Meta Prospecting,293.11,27083,325,17
2025-01-17,Meta Retargeting,287.72,10045,221,12
2025-01-17,Referral,21.59,2140,107,6
2025-01-17,TikTok,122.64,19444,175,7
2025-01-18,Email/Organic,11.31,5650,226,9
2025-01-18,Google Brand,68.1,1412,113,3
2025-01-18,Google Shopping,305.26,9233,277,11
2025-01-18,Meta Prospecting,220.88,20416,245,13
2025-01-18,Meta Retargeting,309.95,10818,238,12
2025-01-18,Referral,15.92,1580,79,4
2025-01-18,TikTok,171.81,27222,245,8
2025-01-19,Email/Organic,12.45,6200,248,9
2025-01-19,Google Brand,61.22,1275,102,3
2025-01-19,Google Shopping,304.79,9233,277,10
2025-01-19,Meta Prospecting,336.81,31166,374,18
2025-01-19,Meta Retargeting,240.71,8409,185,9
2025-01-19,Referral,24.62,2460,123,7
2025-01-19,TikTok,132.88,21000,189,7
2025-01-20,Email/Organic,12.5,6250,250,9
2025-01-20,Google Brand,79.16,1637,131,4
2025-01-20,Google Shopping,315.93,9566,287,11
2025-01-20,Meta Prospecting,465.17,43000,516,25
2025-01-20,Meta Retargeting,147.96,5136,113,5
2025-01-20,Referral,14.04,1400,70,4
2025-01-20,TikTok,226.72,35888,323,11
2025-01-21,Email/Organic,11.39,5675,227,8
2025-01-21,Google Brand,197.22,4100,328,8
2025-01-21,Google Shopping,277.02,8366,251,8
2025-01-21,Meta Prospecting,376.44,34833,418,22
2025-01-21,Meta Retargeting,220.25,7681,169,8
2025-01-21,Referral,40.2,4020,201,10
2025-01-21,TikTok,167.39,26555,239,8
2025-01-22,Email/Organic,14.39,7175,287,10
2025-01-22,Google Brand,122.28,2537,203,5
2025-01-22,Google Shopping,297.68,9000,270,10
2025-01-22,Meta Prospecting,576.79,53333,640,29
2025-01-22,Meta Retargeting,222.27,7727,170,8
2025-01-22,Referral,23.55,2340,117,7
