customer_id,first_order_date,acquisition_channel,acquisition_cost,region,campaign
16752,2024-10-14,Google Shopping,42.33,South,Standard Shopping
16753,2024-10-14,TikTok,20.93,South,Creator UGC
16754,2024-10-14,Referral,7.17,West,Friend Referral
16755,2024-10-14,Google Shopping,31.92,South,Standard Shopping
16756,2024-10-14,Google Shopping,17.61,Midwest,Standard Shopping
16757,2024-10-14,Email/Organic,7.5,West,Organic Search
16758,2024-10-14,Email/Organic,8.28,Northeast,Direct
16759,2024-10-14,Google Shopping,35.72,South,Performance Max
16760,2024-10-14,Email/Organic,10.2,West,Organic Search
16761,2024-10-14,Google Brand,24.48,Midwest,Brand — Phrase
16762,2024-10-14,Referral,6.17,South,Influencer Code
16763,2024-10-14,Meta Prospecting,27.51,West,Lookalike 1%
16764,2024-10-14,Google Brand,24.3,West,Brand — Phrase
16765,2024-10-14,Meta Retargeting,15.26,Northeast,30-Day Site Visitors
16766,2024-10-14,Email/Organic,7.51,West,Organic Search
16767,2024-10-14,Meta Prospecting,25.9,Midwest,Advantage+ Shopping
16768,2024-10-14,Google Brand,23.02,South,Brand — Exact
16769,2024-10-14,Email/Organic,7.86,Midwest,Newsletter
16770,2024-10-14,Google Shopping,27.43,West,Standard Shopping
16771,2024-10-14,Google Shopping,20.82,West,Standard Shopping
16772,2024-10-14,Google Brand,27.79,South,Brand — Phrase
16773,2024-10-14,Email/Organic,6.99,Northeast,Newsletter
16774,2024-10-14,Email/Organic,5.25,Midwest,Newsletter
16775,2024-10-14,TikTok,16.81,South,Trending Sounds
16776,2024-10-14,Email/Organic,10.08,South,Direct
16777,2024-10-14,Meta Prospecting,18.57,South,Advantage+ Shopping
16778,2024-10-14,Google Shopping,35.96,South,Standard Shopping
16779,2024-10-14,Meta Prospecting,21.1,West,Advantage+ Shopping
16780,2024-10-14,Meta Retargeting,25.75,West,Cart Abandoners
16781,2024-10-14,Google Brand,22.82,Northeast,Brand — Phrase
16782,2024-10-14,TikTok,18.36,West,Creator UGC
16783,2024-10-14,Meta Prospecting,21.23,Midwest,Advantage+ Shopping
16784,2024-10-14,Email/Organic,6.64,Northeast,Organic Search
16785,2024-10-14,Meta Prospecting,14.85,South,Lookalike 1%
16786,2024-10-14,Referral,8.21,Midwest,Friend Referral
16787,2024-10-14,Google Shopping,37.63,Northeast,Standard Shopping
16788,2024-10-14,Email/Organic,12.26,Midwest,Direct
16789,2024-10-14,Email/Organic,9.01,Northeast,Newsletter
16790,2024-10-14,Meta Retargeting,29.38,West,Cart Abandoners
16791,2024-10-14,Referral,7.49,West,Friend Referral
16792,2024-10-14,Google Shopping,29.82,West,Performance Max
16793,2024-10-14,Google Shopping,29.86,West,Performance Max
16794,2024-10-14,Google Shopping,40.02,West,Standard Shopping
16795,2024-10-14,TikTok,19.6,West,Creator UGC
16796,2024-10-14,Meta Prospecting,19.67,Midwest,Advantage+ Shopping
16797,2024-10-14,Meta Retargeting,23.07,Northeast,Cart Abandoners
16798,2024-10-14,TikTok,18.12,West,Trending Sounds
16799,2024-10-14,Meta Prospecting,12.47,West,Lookalike 1%
16800,2024-10-14,Email/Organic,7.01,South,Direct
16801,2024-10-14,Meta Retargeting,28.6,Midwest,Cart Abandoners
16802,2024-10-14,Meta Prospecting,16.48,Northeast,Lookalike 1%
16803,2024-10-14,Google Shopping,27.01,Midwest,Performance Max
16804,2024-10-14,TikTok,23.77,West,Spark Ads
16805,2024-10-14,Google Brand,24.06,West,Brand — Phrase
16806,2024-10-14,Meta Prospecting,17.93,South,Lookalike 1%
16807,2024-10-14,Meta Retargeting,19.06,West,Cart Abandoners
16808,2024-10-14,Referral,7.34,West,Friend Referral
16809,2024-10-14,Meta Prospecting,17.94,Midwest,Advantage+ Shopping
16810,2024-10-15,Meta Prospecting,17.23,West,Lookalike 1%
16811,2024-10-15,Email/Organic,8.81,West,Organic Search
16812,2024-10-15,Google Shopping,24.24,South,Standard Shopping
16813,2024-10-15,Google Shopping,34.79,South,Standard Shopping
16814,2024-10-15,Meta Prospecting,19.46,Northeast,Broad Interest
16815,2024-10-15,Meta Retargeting,32.46,Midwest,30-Day Site Visitors
16816,2024-10-15,Meta Retargeting,25.59,Midwest,30-Day Site Visitors
16817,2024-10-15,TikTok,18.73,South,Spark Ads
16818,2024-10-15,Email/Organic,12.53,West,Direct
16819,2024-10-15,Google Brand,17.95,Northeast,Brand — Exact
16820,2024-10-15,Email/Organic,12.55,Northeast,Organic Search
16821,2024-10-15,Meta Prospecting,13.3,Midwest,Lookalike 1%
16822,2024-10-15,Email/Organic,11.25,South,Organic Search
16823,2024-10-15,Meta Prospecting,18.4,South,Advantage+ Shopping
16824,2024-10-15,Email/Organic,5.57,Midwest,Newsletter
16825,2024-10-15,Google Shopping,24.04,West,Standard Shopping
16826,2024-10-15,Meta Retargeting,18.89,West,Cart Abandoners
16827,2024-10-15,Meta Retargeting,33.45,Northeast,30-Day Site Visitors
16828,2024-10-15,Meta Prospecting,15.59,West,Advantage+ Shopping
16829,2024-10-15,Meta Retargeting,19.35,Midwest,Cart Abandoners
16830,2024-10-15,Referral,7.72,West,Influencer Code
16831,2024-10-15,Google Brand,23.77,South,Brand — Exact
16832,2024-10-15,Google Brand,27.63,Midwest,Brand — Exact
16833,2024-10-15,Google Shopping,41.0,Midwest,Performance Max
16834,2024-10-15,Google Brand,21.17,South,Brand — Phrase
16835,2024-10-15,Meta Retargeting,35.88,South,Cart Abandoners
16836,2024-10-15,Meta Prospecting,22.94,South,Lookalike 1%
16837,2024-10-15,Email/Organic,5.53,Midwest,Direct
16838,2024-10-15,Email/Organic,10.27,Midwest,Newsletter
16839,2024-10-15,Referral,5.86,South,Influencer Code
16840,2024-10-15,Meta Prospecting,14.68,Northeast,Advantage+ Shopping
16841,2024-10-15,Meta Prospecting,24.56,South,Lookalike 1%
16842,2024-10-15,Referral,8.83,West,Friend Referral
16843,2024-10-15,Email/Organic,11.6,South,Newsletter
16844,2024-10-15,Referral,7.08,West,Friend Referral
16845,2024-10-15,Google Brand,14.72,South,Brand — Phrase
16846,2024-10-15,Google Brand,15.02,West,Brand — Phrase
16847,2024-10-15,Meta Retargeting,20.94,Midwest,Cart Abandoners
16848,2024-10-15,Meta Prospecting,23.06,Northeast,Lookalike 1%
16849,2024-10-15,Meta Retargeting,24.15,West,Cart Abandoners
16850,2024-10-15,Meta Prospecting,24.49,South,Advantage+ Shopping
16851,2024-10-15,Google Shopping,27.02,Northeast,Standard Shopping
16852,2024-10-15,TikTok,28.5,Midwest,Creator UGC
16853,2024-10-15,Meta Retargeting,32.1,West,Cart Abandoners
16854,2024-10-15,Meta Prospecting,14.83,West,Broad Interest
16855,2024-10-15,Referral,7.25,West,Friend Referral
16856,2024-10-15,Meta Prospecting,22.64,West,Advantage+ Shopping
16857,2024-10-15,Google Shopping,32.56,Midwest,Standard Shopping
16858,2024-10-15,TikTok,18.64,Northeast,Spark Ads
16859,2024-10-15,Meta Prospecting,16.59,West,Broad Interest
16860,2024-10-15,TikTok,17.41,West,Spark Ads
16861,2024-10-15,Google Shopping,26.72,South,Performance Max
16862,2024-10-15,Meta Retargeting,25.57,South,Cart Abandoners
16863,2024-10-15,TikTok,15.81,Midwest,Creator UGC
16864,2024-10-15,Google Shopping,28.24,South,Standard Shopping
16865,2024-10-15,Google Shopping,36.01,South,Performance Max
16866,2024-10-15,Google Shopping,25.38,Northeast,Standard Shopping
16867,2024-10-15,Meta Prospecting,13.72,Midwest,Broad Interest
16868,2024-10-15,Meta Retargeting,19.67,South,30-Day Site Visitors
16869,2024-10-15,Meta Prospecting,16.67,Northeast,Lookalike 1%
16870,2024-10-15,Meta Prospecting,14.02,West,Broad Interest
16871,2024-10-16,Email/Organic,8.75,West,Direct
16872,2024-10-16,Meta Prospecting,11.79,West,Lookalike 1%
16873,2024-10-16,TikTok,19.49,Midwest,Spark Ads
16874,2024-10-16,Google Shopping,24.38,Northeast,Standard Shopping
16875,2024-10-16,Meta Retargeting,20.62,Midwest,Cart Abandoners
16876,2024-10-16,Google Shopping,24.98,Midwest,Standard Shopping
16877,2024-10-16,Meta Retargeting,28.45,South,30-Day Site Visitors
16878,2024-10-16,Meta Prospecting,20.02,South,Lookalike 1%
16879,2024-10-16,Referral,8.13,Midwest,Influencer Code
16880,2024-10-16,Google Shopping,27.11,South,Performance Max
16881,2024-10-16,Meta Prospecting,18.49,West,Lookalike 1%
16882,2024-10-16,Meta Retargeting,29.41,South,Cart Abandoners
16883,2024-10-16,Meta Prospecting,24.63,Northeast,Advantage+ Shopping
16884,2024-10-16,Meta Prospecting,12.05,West,Advantage+ Shopping
16885,2024-10-16,Meta Prospecting,18.53,West,Broad Interest
16886,2024-10-16,Meta Prospecting,14.02,West,Advantage+ Shopping
16887,2024-10-16,Email/Organic,9.77,Northeast,Newsletter
16888,2024-10-16,TikTok,14.17,South,Spark Ads
16889,2024-10-16,Meta Retargeting,26.93,West,30-Day Site Visitors
16890,2024-10-16,Google Shopping,27.38,South,Standard Shopping
16891,2024-10-16,Meta Prospecting,11.8,Northeast,Broad Interest
16892,2024-10-16,Meta Prospecting,16.29,West,Advantage+ Shopping
16893,2024-10-16,Google Shopping,30.05,West,Performance Max
16894,2024-10-16,TikTok,26.33,West,Creator UGC
16895,2024-10-16,Meta Prospecting,18.33,South,Advantage+ Shopping
16896,2024-10-16,Google Brand,19.52,Midwest,Brand — Exact
16897,2024-10-16,Referral,5.5,South,Influencer Code
16898,2024-10-16,Email/Organic,11.84,Midwest,Organic Search
16899,2024-10-16,Meta Prospecting,16.97,West,Lookalike 1%
16900,2024-10-16,Meta Retargeting,32.4,South,Cart Abandoners
16901,2024-10-16,Referral,6.58,Midwest,Influencer Code
16902,2024-10-16,Meta Prospecting,16.58,West,Advantage+ Shopping
16903,2024-10-16,Google Brand,21.24,South,Brand — Exact
16904,2024-10-16,Meta Retargeting,30.42,South,30-Day Site Visitors
16905,2024-10-16,Google Brand,20.61,Midwest,Brand — Phrase
16906,2024-10-16,Meta Prospecting,19.28,Midwest,Broad Interest
16907,2024-10-16,Email/Organic,12.83,Midwest,Direct
16908,2024-10-16,Meta Prospecting,15.36,Northeast,Broad Interest
16909,2024-10-16,Google Shopping,29.37,Midwest,Standard Shopping
16910,2024-10-16,Meta Retargeting,31.7,South,30-Day Site Visitors
16911,2024-10-16,Meta Prospecting,21.21,South,Broad Interest
16912,2024-10-16,Email/Organic,8.6,Northeast,Direct
16913,2024-10-16,Referral,8.8,Midwest,Friend Referral
16914,2024-10-16,TikTok,18.51,South,Trending Sounds
16915,2024-10-16,Meta Prospecting,18.8,South,Broad Interest
16916,2024-10-16,Google Brand,25.64,West,Brand — Phrase
16917,2024-10-16,Email/Organic,12.69,South,Organic Search
16918,2024-10-16,Google Shopping,41.21,South,Performance Max
16919,2024-10-16,Email/Organic,8.48,South,Direct
16920,2024-10-16,Referral,8.44,Northeast,Friend Referral
16921,2024-10-16,Meta Retargeting,32.98,South,Cart Abandoners
16922,2024-10-16,Email/Organic,7.22,Northeast,Organic Search
16923,2024-10-16,Meta Prospecting,20.02,Midwest,Advantage+ Shopping
16924,2024-10-16,TikTok,17.36,Northeast,Creator UGC
16925,2024-10-16,Email/Organic,9.7,Northeast,Organic Search
16926,2024-10-16,Google Shopping,38.63,Northeast,Performance Max
16927,2024-10-16,TikTok,11.73,South,Trending Sounds
16928,2024-10-16,Email/Organic,12.19,Midwest,Newsletter
16929,2024-10-16,Google Shopping,41.57,South,Performance Max
16930,2024-10-16,Referral,8.5,Northeast,Friend Referral
16931,2024-10-16,Meta Prospecting,8.79,Northeast,Lookalike 1%
16932,2024-10-16,Referral,6.31,Midwest,Friend Referral
16933,2024-10-17,Google Shopping,40.73,West,Standard Shopping
16934,2024-10-17,Meta Retargeting,21.39,Northeast,30-Day Site Visitors
16935,2024-10-17,Google Brand,20.2,Northeast,Brand — Exact
16936,2024-10-17,TikTok,21.79,West,Creator UGC
16937,2024-10-17,Referral,8.59,West,Influencer Code
16938,2024-10-17,Meta Prospecting,21.89,Northeast,Advantage+ Shopping
16939,2024-10-17,Google Brand,24.97,South,Brand — Exact
16940,2024-10-17,Google Brand,31.42,Midwest,Brand — Exact
16941,2024-10-17,Google Brand,23.77,West,Brand — Phrase
16942,2024-10-17,Referral,5.74,South,Friend Referral
16943,2024-10-17,Google Shopping,39.47,West,Performance Max
16944,2024-10-17,TikTok,16.31,Northeast,Creator UGC
16945,2024-10-17,Email/Organic,9.36,Midwest,Newsletter
16946,2024-10-17,Meta Prospecting,18.47,West,Broad Interest
16947,2024-10-17,Email/Organic,9.09,West,Organic Search
16948,2024-10-17,Email/Organic,6.24,West,Direct
16949,2024-10-17,Email/Organic,11.76,Northeast,Newsletter
16950,2024-10-17,Meta Prospecting,17.63,West,Advantage+ Shopping
16951,2024-10-17,Meta Prospecting,24.5,West,Advantage+ Shopping
16952,2024-10-17,Email/Organic,8.76,South,Newsletter
16953,2024-10-17,Meta Retargeting,15.12,West,Cart Abandoners
16954,2024-10-17,Referral,7.1,West,Friend Referral
16955,2024-10-17,Google Shopping,35.62,Midwest,Performance Max
16956,2024-10-17,Meta Prospecting,18.69,Midwest,Advantage+ Shopping
16957,2024-10-17,Email/Organic,8.33,Northeast,Organic Search
16958,2024-10-17,Google Shopping,24.76,West,Performance Max
16959,2024-10-17,Meta Retargeting,23.68,West,30-Day Site Visitors
16960,2024-10-17,Meta Prospecting,20.39,Northeast,Lookalike 1%
16961,2024-10-17,Meta Prospecting,21.4,West,Advantage+ Shopping
16962,2024-10-17,Meta Prospecting,15.33,West,Broad Interest
16963,2024-10-17,Google Shopping,37.87,Midwest,Standard Shopping
16964,2024-10-17,Email/Organic,9.49,West,Organic Search
16965,2024-10-17,Meta Prospecting,19.46,South,Lookalike 1%
16966,2024-10-17,Email/Organic,9.94,West,Organic Search
16967,2024-10-17,Referral,6.3,Northeast,Influencer Code
16968,2024-10-17,Google Shopping,41.31,Northeast,Performance Max
16969,2024-10-17,Email/Organic,12.41,Midwest,Organic Search
16970,2024-10-17,Meta Prospecting,13.95,West,Broad Interest
16971,2024-10-17,Meta Prospecting,12.73,South,Broad Interest
16972,2024-10-17,Meta Retargeting,27.76,West,30-Day Site Visitors
16973,2024-10-17,Email/Organic,7.45,Northeast,Newsletter
16974,2024-10-17,Email/Organic,10.26,West,Direct
16975,2024-10-17,Referral,7.5,Midwest,Influencer Code
16976,2024-10-17,Google Shopping,28.25,West,Standard Shopping
16977,2024-10-17,Google Brand,15.38,Northeast,Brand — Phrase
16978,2024-10-17,TikTok,20.72,Midwest,Creator UGC
16979,2024-10-17,Meta Prospecting,11.1,Midwest,Lookalike 1%
16980,2024-10-17,TikTok,23.71,West,Trending Sounds
16981,2024-10-17,Meta Retargeting,20.45,Midwest,Cart Abandoners
16982,2024-10-17,Meta Prospecting,18.59,West,Lookalike 1%
16983,2024-10-17,Meta Prospecting,14.05,West,Lookalike 1%
16984,2024-10-17,Referral,6.87,West,Influencer Code
16985,2024-10-17,Google Shopping,21.6,South,Performance Max
16986,2024-10-17,Meta Prospecting,24.92,Northeast,Lookalike 1%
16987,2024-10-17,Meta Prospecting,18.64,South,Lookalike 1%
16988,2024-10-17,Meta Retargeting,18.57,Midwest,Cart Abandoners
16989,2024-10-17,Meta Prospecting,14.91,Northeast,Broad Interest
16990,2024-10-17,Meta Prospecting,15.15,Northeast,Lookalike 1%
16991,2024-10-17,Email/Organic,10.28,Midwest,Organic Search
16992,2024-10-17,TikTok,21.71,West,Creator UGC
16993,2024-10-17,Referral,5.95,South,Friend Referral
16994,2024-10-17,Meta Prospecting,15.98,Midwest,Advantage+ Shopping
16995,2024-10-17,TikTok,18.92,Northeast,Trending Sounds
16996,2024-10-18,Google Brand,28.38,Midwest,Brand — Exact
16997,2024-10-18,TikTok,21.11,Midwest,Trending Sounds
16998,2024-10-18,Meta Prospecting,11.12,South,Lookalike 1%
16999,2024-10-18,TikTok,20.79,West,Trending Sounds
17000,2024-10-18,Referral,9.07,West,Friend Referral
17001,2024-10-18,Google Shopping,30.39,West,Performance Max
17002,2024-10-18,Meta Prospecting,17.73,West,Advantage+ Shopping
17003,2024-10-18,Meta Prospecting,20.27,Northeast,Broad Interest
17004,2024-10-18,Meta Prospecting,20.8,West,Advantage+ Shopping
17005,2024-10-18,Meta Prospecting,17.07,South,Broad Interest
17006,2024-10-18,TikTok,25.07,West,Trending Sounds
17007,2024-10-18,Meta Prospecting,14.55,South,Broad Interest
17008,2024-10-18,Meta Prospecting,16.24,Northeast,Lookalike 1%
17009,2024-10-18,Google Shopping,27.48,Northeast,Standard Shopping
17010,2024-10-18,TikTok,22.3,West,Trending Sounds
17011,2024-10-18,Meta Prospecting,23.85,West,Lookalike 1%
17012,2024-10-18,Email/Organic,11.06,West,Newsletter
17013,2024-10-18,Google Shopping,26.13,Northeast,Performance Max
17014,2024-10-18,Email/Organic,13.59,West,Organic Search
17015,2024-10-18,TikTok,15.33,South,Creator UGC
17016,2024-10-18,Meta Prospecting,13.97,Northeast,Advantage+ Shopping
17017,2024-10-18,Google Shopping,24.32,West,Performance Max
17018,2024-10-18,Email/Organic,7.82,Northeast,Direct
17019,2024-10-18,TikTok,23.64,South,Creator UGC
17020,2024-10-18,Meta Prospecting,21.2,Northeast,Lookalike 1%
17021,2024-10-18,Meta Retargeting,20.33,South,Cart Abandoners
17022,2024-10-18,Meta Prospecting,14.62,Northeast,Broad Interest
17023,2024-10-18,TikTok,22.53,West,Spark Ads
17024,2024-10-18,TikTok,16.81,West,Spark Ads
17025,2024-10-18,Google Brand,17.39,South,Brand — Exact
17026,2024-10-18,Meta Prospecting,22.92,West,Advantage+ Shopping
17027,2024-10-18,Meta Prospecting,6.81,West,Broad Interest
17028,2024-10-18,Google Shopping,34.55,South,Standard Shopping
17029,2024-10-18,Referral,7.79,South,Friend Referral
17030,2024-10-18,TikTok,22.0,Northeast,Spark Ads
17031,2024-10-18,TikTok,18.03,West,Spark Ads
17032,2024-10-18,Google Brand,18.98,West,Brand — Exact
17033,2024-10-18,Referral,8.83,South,Influencer Code
17034,2024-10-18,TikTok,26.46,Midwest,Trending Sounds
17035,2024-10-18,Meta Retargeting,23.09,Northeast,Cart Abandoners
17036,2024-10-18,Email/Organic,7.47,South,Newsletter
17037,2024-10-18,Google Brand,8.67,West,Brand — Exact
17038,2024-10-18,Email/Organic,11.13,West,Direct
17039,2024-10-18,Referral,7.7,Northeast,Friend Referral
17040,2024-10-18,Meta Prospecting,22.19,Northeast,Lookalike 1%
17041,2024-10-18,TikTok,23.05,South,Creator UGC
17042,2024-10-18,Google Shopping,34.67,West,Performance Max
17043,2024-10-18,Referral,6.66,Northeast,Influencer Code
17044,2024-10-18,Meta Prospecting,19.26,West,Broad Interest
17045,2024-10-18,Email/Organic,9.72,Midwest,Direct
17046,2024-10-18,Meta Prospecting,23.3,Northeast,Lookalike 1%
17047,2024-10-18,Meta Prospecting,23.25,Midwest,Lookalike 1%
17048,2024-10-18,Meta Retargeting,18.77,West,Cart Abandoners
17049,2024-10-18,Google Brand,12.22,West,Brand — Phrase
17050,2024-10-18,Referral,4.46,Northeast,Friend Referral
17051,2024-10-18,Meta Prospecting,16.51,West,Advantage+ Shopping
17052,2024-10-18,Meta Prospecting,23.65,Midwest,Lookalike 1%
17053,2024-10-18,Meta Prospecting,19.81,Midwest,Advantage+ Shopping
17054,2024-10-18,Google Brand,25.73,South,Brand — Exact
17055,2024-10-19,Meta Retargeting,25.05,Midwest,30-Day Site Visitors
17056,2024-10-19,Referral,4.91,Midwest,Friend Referral
17057,2024-10-19,Meta Prospecting,23.8,South,Broad Interest
17058,2024-10-19,Google Brand,21.61,South,Brand — Exact
17059,2024-10-19,Email/Organic,11.48,South,Newsletter
17060,2024-10-19,TikTok,24.55,South,Creator UGC
17061,2024-10-19,Meta Prospecting,15.27,Northeast,Lookalike 1%
17062,2024-10-19,Meta Prospecting,17.68,South,Advantage+ Shopping
17063,2024-10-19,TikTok,18.86,Midwest,Trending Sounds
17064,2024-10-19,Google Brand,19.21,Midwest,Brand — Exact
17065,2024-10-19,Meta Prospecting,14.61,West,Broad Interest
17066,2024-10-19,Meta Prospecting,20.53,Northeast,Broad Interest
17067,2024-10-19,Email/Organic,7.51,Midwest,Direct
17068,2024-10-19,Google Shopping,24.64,Northeast,Standard Shopping
17069,2024-10-19,TikTok,20.28,West,Trending Sounds
17070,2024-10-19,Meta Prospecting,15.9,Midwest,Broad Interest
17071,2024-10-19,TikTok,19.4,South,Creator UGC
17072,2024-10-19,TikTok,20.2,South,Spark Ads
17073,2024-10-19,Google Brand,28.48,Midwest,Brand — Exact
17074,2024-10-19,Meta Prospecting,16.85,West,Broad Interest
17075,2024-10-19,Referral,9.18,Northeast,Friend Referral
17076,2024-10-19,Meta Prospecting,20.97,West,Broad Interest
17077,2024-10-19,Google Shopping,38.28,South,Performance Max
17078,2024-10-19,Google Brand,10.56,West,Brand — Phrase
17079,2024-10-19,TikTok,20.21,South,Spark Ads
17080,2024-10-19,Google Shopping,29.6,West,Performance Max
17081,2024-10-19,Google Brand,19.98,Midwest,Brand — Phrase
17082,2024-10-19,TikTok,21.97,South,Creator UGC
17083,2024-10-19,Referral,7.27,Midwest,Influencer Code
17084,2024-10-19,Google Shopping,43.14,South,Performance Max
17085,2024-10-19,Google Brand,27.17,Midwest,Brand — Exact
17086,2024-10-19,TikTok,18.76,South,Creator UGC
17087,2024-10-19,TikTok,17.63,Midwest,Spark Ads
17088,2024-10-19,Meta Retargeting,20.23,Midwest,30-Day Site Visitors
17089,2024-10-19,Google Shopping,37.67,West,Standard Shopping
17090,2024-10-19,Meta Prospecting,21.27,West,Advantage+ Shopping
17091,2024-10-19,Email/Organic,11.89,Northeast,Direct
17092,2024-10-19,TikTok,20.19,Northeast,Creator UGC
17093,2024-10-19,Meta Prospecting,22.22,West,Advantage+ Shopping
17094,2024-10-19,Meta Retargeting,30.51,South,30-Day Site Visitors
17095,2024-10-19,Google Brand,21.92,South,Brand — Phrase
17096,2024-10-19,TikTok,20.99,West,Creator UGC
17097,2024-10-19,Email/Organic,6.66,West,Newsletter
17098,2024-10-19,Meta Retargeting,37.88,Midwest,Cart Abandoners
17099,2024-10-19,Meta Prospecting,18.48,Northeast,Lookalike 1%
17100,2024-10-19,Email/Organic,4.2,Midwest,Newsletter
17101,2024-10-19,Google Brand,20.07,West,Brand — Phrase
17102,2024-10-19,Google Shopping,22.68,South,Standard Shopping
17103,2024-10-19,Email/Organic,12.42,West,Organic Search
17104,2024-10-19,Google Shopping,29.22,West,Performance Max
17105,2024-10-19,Google Shopping,24.28,Northeast,Performance Max
17106,2024-10-19,TikTok,20.72,Northeast,Trending Sounds
17107,2024-10-19,TikTok,22.21,Midwest,Trending Sounds
17108,2024-10-19,Meta Prospecting,22.4,West,Broad Interest
17109,2024-10-19,Google Shopping,19.75,Midwest,Standard Shopping
17110,2024-10-19,Google Brand,18.89,Northeast,Brand — Exact
17111,2024-10-19,Meta Retargeting,26.69,Northeast,Cart Abandoners
17112,2024-10-19,Email/Organic,9.81,Midwest,Organic Search
17113,2024-10-19,Google Shopping,34.61,South,Standard Shopping
17114,2024-10-19,Email/Organic,8.17,South,Organic Search
17115,2024-10-19,Meta Prospecting,15.15,South,Lookalike 1%
17116,2024-10-19,Meta Retargeting,17.99,West,30-Day Site Visitors
17117,2024-10-19,Meta Prospecting,19.24,Midwest,Lookalike 1%
17118,2024-10-19,Email/Organic,6.74,Northeast,Direct
17119,2024-10-19,Referral,6.67,Midwest,Influencer Code
17120,2024-10-19,Google Shopping,24.42,South,Standard Shopping
17121,2024-10-19,Google Shopping,29.86,Midwest,Performance Max
17122,2024-10-19,Meta Prospecting,17.88,Midwest,Lookalike 1%
17123,2024-10-19,Google Shopping,34.41,West,Standard Shopping
17124,2024-10-19,Google Shopping,21.87,West,Standard Shopping
17125,2024-10-19,Meta Prospecting,20.51,South,Broad Interest
17126,2024-10-19,Email/Organic,10.36,Northeast,Direct
17127,2024-10-19,Meta Prospecting,14.45,South,Lookalike 1%
17128,2024-10-20,Meta Retargeting,29.55,South,Cart Abandoners
17129,2024-10-20,Google Shopping,28.01,South,Performance Max
17130,2024-10-20,Meta Retargeting,23.45,West,Cart Abandoners
17131,2024-10-20,Google Shopping,33.47,West,Standard Shopping
17132,2024-10-20,Email/Organic,7.87,West,Newsletter
17133,2024-10-20,Meta Prospecting,24.07,Midwest,Advantage+ Shopping
17134,2024-10-20,Email/Organic,9.75,Midwest,Organic Search
17135,2024-10-20,Referral,5.01,South,Influencer Code
17136,2024-10-20,Meta Prospecting,17.93,West,Lookalike 1%
17137,2024-10-20,Google Shopping,31.85,West,Performance Max
17138,2024-10-20,Google Shopping,39.06,Northeast,Standard Shopping
17139,2024-10-20,Email/Organic,9.03,Northeast,Newsletter
17140,2024-10-20,Meta Retargeting,39.5,South,30-Day Site Visitors
17141,2024-10-20,TikTok,23.09,South,Trending Sounds
17142,2024-10-20,Google Shopping,22.07,Northeast,Performance Max
17143,2024-10-20,Meta Retargeting,24.49,Midwest,30-Day Site Visitors
17144,2024-10-20,Email/Organic,8.01,Midwest,Newsletter
17145,2024-10-20,Referral,7.2,Midwest,Influencer Code
17146,2024-10-20,TikTok,28.55,Northeast,Creator UGC
17147,2024-10-20,Referral,5.85,Midwest,Influencer Code
17148,2024-10-20,Meta Prospecting,11.24,South,Advantage+ Shopping
17149,2024-10-20,Meta Prospecting,17.24,Northeast,Advantage+ Shopping
17150,2024-10-20,Google Shopping,27.12,South,Standard Shopping
17151,2024-10-20,Meta Prospecting,19.94,Northeast,Lookalike 1%
17152,2024-10-20,Email/Organic,4.94,South,Organic Search
17153,2024-10-20,Meta Prospecting,23.18,West,Broad Interest
17154,2024-10-20,Google Brand,23.71,Northeast,Brand — Phrase
17155,2024-10-20,Email/Organic,9.73,West,Organic Search
17156,2024-10-20,Google Brand,22.35,South,Brand — Exact
17157,2024-10-20,Meta Prospecting,12.23,West,Broad Interest
17158,2024-10-20,TikTok,20.5,West,Creator UGC
17159,2024-10-20,Email/Organic,8.07,West,Newsletter
17160,2024-10-20,Google Shopping,18.88,South,Standard Shopping
17161,2024-10-20,Email/Organic,7.74,Northeast,Direct
17162,2024-10-20,Google Brand,26.78,South,Brand — Exact
17163,2024-10-20,Meta Retargeting,30.84,West,30-Day Site Visitors
17164,2024-10-20,Meta Prospecting,20.97,Midwest,Lookalike 1%
17165,2024-10-20,TikTok,22.46,Northeast,Spark Ads
17166,2024-10-20,Meta Retargeting,29.16,South,30-Day Site Visitors
17167,2024-10-20,Email/Organic,11.09,South,Organic Search
17168,2024-10-20,Meta Retargeting,23.93,West,Cart Abandoners
17169,2024-10-20,TikTok,23.11,South,Spark Ads
17170,2024-10-20,Meta Prospecting,21.33,West,Advantage+ Shopping
17171,2024-10-20,Google Shopping,43.27,Northeast,Standard Shopping
17172,2024-10-20,TikTok,26.8,Northeast,Creator UGC
17173,2024-10-20,Email/Organic,11.38,South,Newsletter
17174,2024-10-20,Email/Organic,13.04,Northeast,Organic Search
17175,2024-10-20,Google Shopping,41.65,West,Standard Shopping
17176,2024-10-20,Google Shopping,33.99,Northeast,Performance Max
17177,2024-10-20,Meta Prospecting,23.98,Northeast,Broad Interest
17178,2024-10-20,Meta Prospecting,17.37,Northeast,Lookalike 1%
17179,2024-10-20,Email/Organic,6.39,West,Newsletter
17180,2024-10-20,Referral,8.57,Northeast,Friend Referral
17181,2024-10-20,Google Shopping,30.79,Midwest,Standard Shopping
17182,2024-10-20,Email/Organic,7.99,West,Direct
17183,2024-10-20,Email/Organic,10.88,West,Direct
17184,2024-10-20,Referral,2.22,South,Friend Referral
17185,2024-10-20,TikTok,20.99,West,Trending Sounds
